Digest (variable_name|source_file|source_directory),variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
284bc775224a2ad101e15244580da8eef3910806e1523c180998dec4c5be708bbb2bf77a55be4d63740dcc73bc07b0379419b3eb7b1f858e584888e1a31813a7,how_often_do_you_use_electronic_cigarettes_or_vapes,How often do you use electronic cigarettes or vapes?,text,,,,,"[""not_at_all"",""every_day"",""some_days"",""rarely"",""i_don_t_know"",""i_prefer_not_to_answer""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"vape,electronic cigarette",group1
a70c3e1dd00d6986be916f03e7f524b66b1d77002c82058b5bf6f7026590566337af46002d5988748fb77bc0c83cc8314aa742cdfa3f9e3367798e92d36a9b85,smoker_number,PX30604 |https://www.phenxtoolkit.org/protocols/view/30604|to https://www.cdc.gov/brfss/questionnaires/pdf-ques/2019-BRFSS-Questionnaire-508.pdf C09.01,,,,"If you smoke every day, on average, how many cigarettes per day do you smoke? ",,,,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,text,,number,1,80,[smoker_cur_stat] ='4',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"cigarette,protocol,day",group1
8e3f9ca75160ce2666a2067792bf58c76175ba2651da5ff358a91688bed81611efc934c0a95b8f605db2f2d566d528479aafd3e7124f749b1ba86dd5061fc0d7,tobacco_howmanydays,,integer,Your Smoking History,3,"About how many days have you smoked a cigar, cigarillo, or tobacco product other than cigarette in the past 30 days?",TRUE,|days,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,cigarette,tobacco product,day",group1
70373ddd7cb2f31f92b73f8c40ffa0d9d0f050d5a0b6f67ad5e67538df01e15f982950d7a30b8d8c68a120a246b06929fca74d50f76011b45a72e3a952ad7689,cross_smoking,,,,,"Smoked marijuana, a cigarette, a cigar, a pipe, e-cigarettes, vaped, or used snuff or chewing tobacco? /(11-17) Smoked marijuana, a cigarette, a cigar, or pipe, e-cigarettes, vaped, or used snuff or chewing tobacco?",,"1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"In the past TWO (2) WEEKS, has your child ... (11-17) In the past TWO (2) WEEKS, have you...",radio,,,,,,,cross_cut_exposure,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"smoke marijuana,cigar,snuff,tobacco,cigarette",group1
b81efdd9c3dc98b6118ba001a4fcb59d9a3e98e66f6f2f854692b91eba29bcc9158a45ffd3f5ea87491e68e3c95f13600614d1979ba2bb6eae6820ea16a7bdb5,ends_meet,,select one,Monthly COVID-19 Citizen Science Survey,4,Did you have difficulty making ends meet over the past 30 days?,TRUE,Frequently;Occasionally;Hardly ever;Never;Don’t know;Prefer not to state,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,"end,difficulty,day",group1
c098e1673ba4cf5f3ffff63949c06e94f6e9d647a57c1c935a234ed589b4f79859c58081d9ba7ea603552bda5bef3044b64f6e5bcdb4dfaf263dcbff4916bc6c,ecig_puffs,,integer,Your Smoking History,3,How many puffs from an e-cigarette do you typically take over the past 30 days?,FALSE,Integer,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"puff,day",group1
e6a31faa1ad3edfbb18005d614abc19bbb801064b601df35031994f5c1def0f90e77dc4e083a1ecf46becc095a483f8c6e54b91c7a2003f696bd351dd90715a8,tobacco_day,,float,Your Smoking History,3,"On average, how many cigar, cigarillo, or tobacco product (other than cigarettes) per day have you smoked in the past 30 days (use 1 if less than one)?",FALSE,Float,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,cigarette,tobacco product,day",group1
0833cea70599452dd07979b2e8fff8e4251ab2c7879df5befc3f3bd5e9e65893fc64a462584a3cd30f37710718d01ab5fc18182e042362b818c4d7d22c108239,30144-flu_result,Last 30 Days FLU Tested Results,categorical,,,"In the past 30 days, have you been tested for the flu, and if so, what was the result of your most recent test?",TRUE,"1, No, I have not been tested; 2, Yes, and I tested positive; 3, Yes, and I tested negative; 4, Yes, and my results were inconclusive; 5, Yes, and my results are still pending; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"day,day flu,result,flu,recent test",group1
a92653b9a7fd7d099dbbba675ee1ba07f3fbbb125d65c761298bb411c10daef205db0b7ac29f5cbbbaff8906e80258f81524f3396f00fe5b23b6b6e72eae86ea,how_often_do_you_smoke_cigarettes,How often do you smoke cigarettes?,text,,,,,"[""some_days"",""rarely"",""not_at_all"",""i_don_t_know"",""i_prefer_not_to_answer"",""every_day""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,cigarette,group1
d658b733546d46027b76d1711742a0b5a4276a28691d3384dcd874f1be0bd20cd7b5cef33cba67c361c8b728c54c3c9ff112d8a228763c98a9d92fd7c558d3cf,cigarette_ever,,select one,Your Smoking History,3,"Have you ever smoked a cigarette, even one or two puffs?",TRUE,Yes;No;Don't know;Refuse to answer,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"puff,cigarette",group1
b9768a7dfa13fc17310b01e14dddc606c7662f652c3cbbadb737ab0f4eee7acc8a91141b63b436a4fcf67ec15660f0c8fb98a8f53de682ebb237ef1167ce2f26,30135-covid_result,"Last 30 days, COVID Tested Results",categorical,,,What kind of COVID-19 test did you have?,TRUE,"1, Home-based test (please provide name); 2, Lab-administered diagnostic PCR test; 3, Lab-administered diagnostic antigen test; 4, Lab-administered antibody test; 5, Lab-administered test, unsure of type; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid,kind,result,day",group1
78e32b7f0704c585282690a4b5992eb9832c6fad2869f2413cc47744f053dc75d4c6a3b5345721cb96ed628a6cc6913c2baf82af52ba0b96a3c19d4d00a1bcb5,received_covid_test_result,,string,,,Have you received the result of a coronavirus (COVID-19) diagnostic test in the past 24 hours?,,"['No I have not taken a COVID 19 test I am not waiting on test results', 'No I have not received the result of a COVID 19 test in the past 24 hours but I am waiting on test results', 'Yes and I tested negative I was not diagnosed with COVID 19', 'I dont know I cant remember', 'Yes and I tested positive I was diagnosed with COVID 19', nan]",,,0.0,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"hour,result,diagnostic test,coronavirus",group1
edda26f3aff55b6e0352f43202753ae8360b3da3fdb1c119dad9c8a9ee99e3e120a81b06c4a4d9ef6528dbe019b7892f641521b7f4c00d82c3745b80927ab81c,smoke,Smoke cigarettes,radio,,,"Do you now smoke cigarettes?

",,"1, Every day | 2, Some days | 3, Not at all | 4, DON'T KNOW | 5, REFUSED",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"smoke cigarette,cigarette",group1
30641e28e9a3a4b70f1767a553d0d6931e227e00d30a9fec800f825456955a92d2853758d088889fb11faa65d9a7bc173e5f107558ded0c05b0389bfaaa94673,do_you_currently_smoke_cigarettes_or_vape,Do you currently smoke cigarettes or vape?,text,,,,,"[""yes"",""no_i_used_to_smoke_and_or_vape_but_i_stopped"",""no_i_have_never_smoked_or_vaped""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"vape,cigarette",group1
48f4a83d6b962388a8f383ffe430c9bfedaa877b3a32c5ef1846ceba106b605cfa97e54cfaffba00cf094747727d7826f60cfd83b24302f8bef374fcac5b3a77,recentresult_covidtest,PX570201,,,,What was the result of your most recent COVID-19 test?,,"1, Negative | 2, Positive | 3, Never obtained results | 4, Indeterminate | 98, Don't know | 99, Prefer not to answer",,,,,,,testing,Tested positive for COVID-19,radio,,,,,"[tested_for_covid] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"result,px570201",group1
c54f01a12a4ae1d83027a1836185fc949b84acc2eb55b0998a8e12650dce90464f2c787a28eafa2e9012ca9a5e7edd8871b4347d0773804b074a11af604f2f02,smoker_cur_stat,PX30604 |https://www.phenxtoolkit.org/protocols/view/30604|to https://www.cdc.gov/brfss/questionnaires/pdf-ques/2019-BRFSS-Questionnaire-508.pdf C09.01,,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"cigarette,protocol",group1
21828c230bd4ebe1753b02aa129f3150772bb3de01838d556d16a64b2bf07a8be47b3a4ce81b2c23fcc9e5b05b1980a342b405b1e21268b374582b3e254c8408,e_cig,e cigarette use,radio,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",,"1, Every day | 2, Some days | 3, Rarely | 4, Not at all",,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"electronic cigarette,day",group1
f77096502f570e03b5b702501cd4f2ee5881431c19b6e2311117ea8d3237d750a1abc62625979ee5e17476e565a6f5849680e6cafbb8b74810df6a6c2b4e028c,er,,select one,Hospitalization Survey,1,Have you been to the emergency room or Urgent Care (when you were NOT admitted to the hospital overnight) in the past 30 days or since the last time you answered?,TRUE,Yes;No,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"day,urgent care,hospital,emergency room,time",group1
fb55f66243d58ed2345d996da71be84a741cfe7e429ea2f1c189d9b28cfc63c5c9a07a0e52dfa1802b1ff8a2569d8717ea947239fdc2d7f01510a0d3e70544c1,vaper_cur_stat,|https://www.cdc.gov/tobacco/data_statistics/sgr/e-cigarettes/pdfs/2016_SGR_App_2-2_508.pdf),,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",,"4, Every Day |3, Some Days | 2, Rarely |1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"data_statistic,day,sgr,electronic cigarette,tobacco",group1
30e949b7f1b7f967af5ca8a4cbac35b261344b32def748eae7447d650113e434912b20a86105da3eaed1060ef23301520708189baa98c8a6bb06cf1730f66806,smoke_howmanydays,,integer,Your Smoking History,3,About how many days have you smoked a cigarette in the past 30 days?,TRUE,Integer,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigarette,day",group1
d435c860b0750f1113ad9cf88bc0b0c24962203b2e9a806bebb4ea0bc237b520ff879ffcfbc050a497b29166cde516f89ce8deb9d7b9873542decc465913e219,cigarette_past30days,,select one,Your Smoking History,3,Have you smoked cigarettes in the past 30 days?,TRUE,Yes;No;Refuse to answer,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigarette,day",group1
2cbc072117423ea04b6cfdb9a2f7436d32254a72d6201a7ec40b4bf569e2e4d5e3082fe9304dff128b995fbd20e9becc42dbbbdfa8f8d5a298a1645ada2a7329,31386-covid_results-1,"Participant indicates that the results they received as part of their at-home COVID test, included: Positive",categorical,,,What results did you receive as part of your at-home COVID test? Positive,TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Follow-up Survey,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,",result,participant,home covid test",group1
d0d7e4d05596c062af08717e6e90e7a7eef1eff8551badb79b9db910660e196bcd5cd6c2152a5c8b7006c98136c0ed4ddf9573368ca8e77da669f182bdb90850,cov_tst_mthd_2,,,,,How were you tested for your most recent test? ,,"1,Nasal Swab|2,Throat Swab|3, Blood Sample|4, Saliva|99, Prefer not to answer",,,,,,,testing,Tested positive for COVID-19,radio,,,,,"[tested_for_covid] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,recent test,group1
7b5867bb39f8b289fd166dc28f55df746f08c415e7f907a23b85d35c708700485f3639693c0c00c79ae126129ffed9c04cf14f526a6666498e269df9074bd687,more_care,,,,,"Does your child need or use more medical care, mental health or educational services than is usual for most children of the same age?",,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Special Healthcare needs,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"educational service,child,medical care,mental health",group2
b74d81d844f13c0bf0fb3bf4c72fd3c4d9e1b6855d5cd88bfed2bb79da7a9afb086c16c9a3ee0d89e6bf033fda51bd454c4b93f36faa16a083c00d773348b532,do_any_children_in_your_household_attend_daycare_or_school_in_person_on_a_regular_basis_at_least_1_day_per_week,Do any children in your household attend daycare or school in-person on a regular basis (at least 1 day per week)?,text,,,,,"[""yes"",""no""]",,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"day,household,school,child,daycare",group2
8d8c60bf86f2a4f35754b725ffdffcca9ce88b29c59ccff907cac225c32736887fea7718e715fc3b1eefcc93843a2135b2cf1718b3172b4cec8dd584ce098caa,num_sleeps,Number of sleeps (main sleep + naps) in a day,long,,,,,,Sleep,https://dev.fitbit.com/build/reference/web-api/sleep/,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT,"day,sleep,nap,main sleep,number",group2
e82f9c72255dd0f53531082bf6c7118b801974baf2cbdac36cad4b1c24031402d6fbae5a924bae8f3174cf2d76c3be8088e70045768821dbbe85c750eee05412,avg_sleep_past_week,,integer,Weekly COVID-19 Citizen Science Survey 3,9,"Over the past WEEK, on average, how many hours did you sleep per night?",TRUE,|hours per night,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"hour,past week,night",group2
03b88a1281d6ef48932c373d1bf16398f199c961564739cf82a73044b23ee7d39aeeb77b05669ba5e4cb47b1a42c5c1f2e781b897260c52063b75d94a0d14c79,ismainsleep,Whether or not each sleep period is part of the main sleep for the day,boolean,,,,,,,https://dev.fitbit.com/build/reference/web-api/sleep/,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Intraday Sleep].csv,RADx-DHT,"sleep period,,main sleep,day",group2
76e1f24c4e452adc9b71ffa13cd3cf7e176b2ea883491eacddc1f3d775dfeafb320cb9805cf8366826b556a68ced593e756a4cb15b69ce88df213024875f028e,sleephours_child,,,,,"In the last week, how many hours of sleep did you get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"hour,night,week,sleep",group2
867208b59bbb2f8ce0ad3849cc08fdd6087468a09504fa2503cf07a623e0c30130592a8a6fae97fb918709c2d54ad387c2487aa45653d907f5744a63270b24a4,sleephours_parent,,,,,"In the last week, how many hours of sleep did your child get on most nights?",,"1, More than 11 hours | 2, 9-11 hours | 3, 8-9 hours | 4, 7-8 hours | 5, 5-7 hours | 6, Less than 5 hours | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"(13+) During the COVID-19 pandemic (since March 2020), how often did you:",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"night,sleep,child,week,hour",group2
79bac0694773b9809f31ae60656243402eabfc17a727318f38503382eba98ff02d0682a81d9feadfb54ff682e83b472f75debebb6558dff1de6ca49b4ae7d1ee,up_all_day,,,,,Being up all day without a nap or rest,,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"nap,day",group2
99507d8a506d7edbd6dd5f227c5c132f931b6aaada4634bfee1c9abac3a160603912dcc2408dcdf6da21ace814f5ea5bf4f47f892ef1151bc099cf2a0dcdab97,covid_test_result_raw,From RADx-UP Testing Core,,,,Raw test result (if not a Positive/Negative/Failed report),,,,,,,,,covid_test,Accessibility to testing,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"radx,raw test result,negative,test core,report,positive",group3
aa9f297d898b3c2229bb47e23513508c90f8fb8f35d298d023cb7e75644e7868ea4f723cf63ef4d0b4ecd171f400b08c9c345f7cf1e64f3f0b78b78bf0fe569f,covid_test_result_raw,,,,,Raw test result (if not a Positive/Negative/Failed report),,,,,,,,,,Covid Testing,text,,,,,,,,RADx-UP Testing Core,,,RADxrad_COVID_Testing_Data_Elements_v000.xlsx [RADxrad_COVID_Testing_Data_Elem].csv,RADx-rad,"negative,report,raw test result,positive",group3
c505af4ab189ad86e829970b89b640909091bd273493f2bbcd7334de6ffe95aad7573bb2b18c290eedbf02507b4d9755fa11eb3f2ec6121668b677f3daa5053e,data_source,Source of Data,text,,,,,,,,,,,,,,,,,,,,,,,,,medications_data_dictionary_origcopy.csv,RADx-DHT,"datum,source",group4
1083704d7c5e6aa301cec658991d5e8df5217f1acc7dceca50ae6f90fbc9c0f3c49142a8bcb1c51ce77ecd7fd96a51abc1cc79a72fec065e1b8ccc36f2dce137,data_source,,,,,What is the source of these data?,,"1, Participant Direct Report|2,Secondary Medical Record Dataset|3,Mixed",,,,,,,tier2_other,How much do you trust each of these sources to provide correct information about COVID 19?  (Select one response for each row.),radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"datum,source",group4
e02316e7e604a7c0e69218109a3b0b101120adc78b99951a3987273bc570f778c2f39444529ec6da9f683ad4e3813b3edd1f8c9f80ce69d1a63edd6a3dc8d0da,30717-covid_tst_date_deid,Number of days from day of Consent when Participant received a COVID test,integer,,,What was the date of the coronavirus test that you received in the past 30 days (outside of this research study)?,TRUE,De-identified Value in Days,,,,days,,,Symptom Screening,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"day,covid test,coronavirus test,research study,date,consent,participant",group5
907c806a48cbabdf061511d80bbb371a76e2b99fd3aaea53c7e01dec7316c3dbb685094aa62141d1d9a5f4044282126f24026bff386196b0c6acad7be7cf5708,covid_test_result_sent_datetime,From RADx-UP Testing Core.  Note: Maximum expected day = Current day.,,,,Date and time result sent to participant,,,,,,,,,covid_test,Accessibility to testing,text,,datetime_mdy,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"time result,radx,note,current day,test core,maximum,date,participant",group5
