variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
tobacco_day,,float,e6a31faa1ad3edfbb18005d614abc19bbb801064b601df35031994f5c1def0f90e77dc4e083a1ecf46becc095a483f8c6e54b91c7a2003f696bd351dd90715a8,Your Smoking History,3,"On average, how many cigar, cigarillo, or tobacco product (other than cigarettes) per day have you smoked in the past 30 days (use 1 if less than one)?",false,Float,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,day,cigarette,tobacco product",group1,"6a9b85,0.75;bd2d9c,0.72"
n_cig,Smoking per day,text,73dd5d785a359c0c2508a3e27040d7dd96e32413f36284e6a2d88c3e51e7a324d8f1f9298af77f86a20e15a4bc55e91a116da4d6458eb4cf710ffb94722e6537,,,"If you smoke every day, on average, how many cigarettes per day do you smoke? ",,,,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"day,cigarette",group1,"6a9b85,0.96"
smoker_cur_stat,PX30604 |https://www.phenxtoolkit.org/protocols/view/30604|to https://www.cdc.gov/brfss/questionnaires/pdf-ques/2019-BRFSS-Questionnaire-508.pdf C09.01,,c54f01a12a4ae1d83027a1836185fc949b84acc2eb55b0998a8e12650dce90464f2c787a28eafa2e9012ca9a5e7edd8871b4347d0773804b074a11af604f2f02,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,,,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"protocol,cigarette",group1,"7ab81c,0.88;8b1cbc,0.75;a94673,0.71"
smoke,Smoke cigarettes,radio,edda26f3aff55b6e0352f43202753ae8360b3da3fdb1c119dad9c8a9ee99e3e120a81b06c4a4d9ef6528dbe019b7892f641521b7f4c00d82c3745b80927ab81c,,,"Do you now smoke cigarettes?

",,"1, Every day | 2, Some days | 3, Not at all | 4, DON'T KNOW | 5, REFUSED",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"smoke cigarette,cigarette",group1,"4f2f02,0.88;80761e,0.95"
dht_cig_smoking_frequency,,,482d6564ec6d03fc239e1ba9b92f5197b89867af523ddfe5c945ff736c8bdbb6899d88344c54bd224169b7b5ab8d49b1ef97b4df939939bf25a0e947b18b1cbc,,,Nicotine Frequency: Do you now smoke cigarettes?,,"1, Every Day; 2, Some Days; 3, Rarely; 4, Not at all; 98, Don't know; 99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,cigarette,group1,"4f2f02,0.75;80761e,0.8"
do_you_currently_smoke_cigarettes_or_vape,Do you currently smoke cigarettes or vape?,text,30641e28e9a3a4b70f1767a553d0d6931e227e00d30a9fec800f825456955a92d2853758d088889fb11faa65d9a7bc173e5f107558ded0c05b0389bfaaa94673,,,,,"[""yes"",""no_i_used_to_smoke_and_or_vape_but_i_stopped"",""no_i_have_never_smoked_or_vaped""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"do_you_currently_smoke_cigarettes_or_vape,cigarette,vape",group1,"4f2f02,0.71;80761e,0.76"
smoking,,,dd2c35bc7453dfa163e83d569c8a32b0445cac4e0987bb6e8f3405939c1fefc71f7959fa0ac3264c502abdf3eb50b00b31996da4b00b153f4afee2006bbd2d9c,,,"Do you use any tobacco/nicotine products (including cigarettes, cigars, e-cigarettes, etc)?",,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"nicotine product,tobacco,smoking,cigar,cigarette",group1,"4554c9,0.77;0715a8,0.72;1fc0d7,0.7;9361f7,0.78"
tobacco_howmanydays,,integer,8e3f9ca75160ce2666a2067792bf58c76175ba2651da5ff358a91688bed81611efc934c0a95b8f605db2f2d566d528479aafd3e7124f749b1ba86dd5061fc0d7,Your Smoking History,3,"About how many days have you smoked a cigar, cigarillo, or tobacco product other than cigarette in the past 30 days?",true,|days,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,day,cigarette,tobacco product",group1,"bd2d9c,0.7"
tobacco_ever,,select one,705f130956aa31f55dd945f89cccd5cfe14dc8ab423010087ad50641512fd41dd45298155439b0a2a48b1cd957287e634c42ca96726f2d085e9c5cbd089361f7,Your Smoking History,3,"Have you ever smoked a cigar, cigarillo, or tobacco product other than cigarette, even one or two puffs?",true,Yes;No;Don't know;Refuse to answer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,puff,cigarette,tobacco product",group1,"bd2d9c,0.78"
smoker_cur_stat,,,41b2952f85047be93f97eef1dc19e8a86ae8c760a6905b2300aeb3d6d38c404fabfbb0b96c5e51cf46f67255134d0c8afaab501c8a5d5c5e60d7ed687680761e,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,cigarette,group1,"ae86ea,0.73;58d3cf,0.72;7ab81c,0.95;8b1cbc,0.8;a94673,0.76"
vaper_cur_stat,,,04be5d476503b0516cdc740820faf1578dceebd9913d390eeffb76a4687f446f8295d80bbaec78bea2204014b32faa388453893963d77929d06693db21ac1866,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all?",,"4, Every Day |3, Some Days | 2, Rarely |1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"day,electronic cigarette",group2,"4c8408,0.94;1813a7,0.74;640501,0.87"
e_cig,e cigarette use,radio,21828c230bd4ebe1753b02aa129f3150772bb3de01838d556d16a64b2bf07a8be47b3a4ce81b2c23fcc9e5b05b1980a342b405b1e21268b374582b3e254c8408,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",,"1, Every day | 2, Some days | 3, Rarely | 4, Not at all",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"day,electronic cigarette",group2,"ac1866,0.94;0544c1,0.94"
vaper_cur_stat,|https://www.cdc.gov/tobacco/data_statistics/sgr/e-cigarettes/pdfs/2016_SGR_App_2-2_508.pdf),,fb55f66243d58ed2345d996da71be84a741cfe7e429ea2f1c189d9b28cfc63c5c9a07a0e52dfa1802b1ff8a2569d8717ea947239fdc2d7f01510a0d3e70544c1,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",,"4, Every Day |3, Some Days | 2, Rarely |1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,alcohol_and_tobacco,,,Alcohol and Tobacco/Nicotine Use,radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"data_statistic,electronic cigarette,day,tobacco,sgr",group2,"4c8408,0.94;1813a7,0.73;640501,0.86"
how_often_do_you_use_electronic_cigarettes_or_vapes,How often do you use electronic cigarettes or vapes?,text,284bc775224a2ad101e15244580da8eef3910806e1523c180998dec4c5be708bbb2bf77a55be4d63740dcc73bc07b0379419b3eb7b1f858e584888e1a31813a7,,,,,"[""not_at_all"",""every_day"",""some_days"",""rarely"",""i_don_t_know"",""i_prefer_not_to_answer""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"vape,how_often_do_you_use_electronic_cigarettes_or_vape,electronic cigarette",group2,"ac1866,0.74;0544c1,0.73"
dht_vaping_frequency,,,cd5bce843755795a055917bc4b09ee0f956a776b8b5b2f69ca96785e1cd9e7a570232b440c5aef2ee96f879ba4e56ed27b3ba9b0c4039e9ac86106f1e7640501,,,"Vaping Frequency: Do you now use electronic cigarettes every day, some days, rarely, or not at all?",,"1, Every Day; 2, Some Days; 3, Rarely; 4, Not at all; 98, Don't know; 99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"day,vape frequency,electronic cigarette",group2,"ac1866,0.87;0544c1,0.86"
covid_test_result_raw,From RADx-UP Testing Core,,99507d8a506d7edbd6dd5f227c5c132f931b6aaada4634bfee1c9abac3a160603912dcc2408dcdf6da21ace814f5ea5bf4f47f892ef1151bc099cf2a0dcdab97,,,Raw test result (if not a Positive/Negative/Failed report),,,,,,,,,covid_test,,,Accessibility to testing,text,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"test core,report,raw test result,positive,radx,negative",group3,"90b5ec,0.85"
covid_test_result_raw,,,554f1e08280c56770fcc2eccbf3e9005f9380f701dc9d596f8b881bb93d3b6ff5c24b56cc9b49f7a037c765870346eebdf09e037c5766715c7cfbb4be190b5ec,,,Raw test result (if not a Positive/Negative/Failed report),,,,,,,,,,,,Covid Testing,text,,,,,,,,RADx-UP Testing Core,,,RADx-rad_Clinical_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Clinical_Sample_Data_Elements.csv,RADx-rad,"negative,report,positive,raw test result",group3,"cdab97,0.85"
pre_conc_storage_temp,The storage temperature of samples after reaching the lab and prior to concentration (if concentrated),float,eb2bcac90b5e7b729cf5768c39446df20f915a2821f093dd2e5d5330ffdab3f67b073ee8a54f37df1c2f52b61ad74bbc366654af0c98b75025010dd4fef56e64,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"lab,sample,pre_conc_storage_temp,storage temperature,concentration",group4,"c7ae84,0.87;0408d1,1.0;a45ae2,0.74"
pre_ext_storage_temp,,,9e826738411ea4b4ffd3238e50ce43627fb7f76cb6851073887d739e27d87dad987e3e85d717c238258f2562807885ae1aa8467f087ea9ec073217cd61c7ae84,,,The storage temperature of samples after concentration (if concentrated) and prior to extraction,,,,,,celsius,,,,,,Processing Method,float,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"extraction,concentration,storage temperature,sample",group4,"f56e64,0.87;81339b,1.0"
collection_storage_temp,Temperature at which the sample was stored after collection and prior to reaching the lab,float,76438ea1a0558ccc2710ed6dca9bec2154a9d1316e63fb9d7693c76e356b5cfe573708fd309aea4eced6d0bf84ed00b45d82dff6d6b970162d07dc62787dd3e4,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"lab,sample,temperature,collection",group4,"0408d1,0.74;a45ae2,1.0;572d6c,0.84"
pre_ext_storage_temp,The storage temperature of samples after concentration (if concentrated) and prior to extraction,float,d9706df479997b92a4bccd32efa64ff7ea843e664f6fbc2357514dee0f59385dbb33100f83a518a9ec0c84f8277663cfad3745f23f83e0d479266d10f581339b,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,"[float];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"extraction,concentration,storage temperature,sample",group4,"c7ae84,1.0;0408d1,0.87"
pre_conc_storage_temp,,,d65469381f5b63a25a156aec946d6a8d26df3e1eca4cd0efb34aedd8439291054a8e6c1d6374fc3e00aabc1f0984b404f731e0ffbe832f90e8f5effca30408d1,,,The storage temperature of samples after reaching the lab and prior to concentration (if concentrated),,,,,,celsius,,,,,,Processing Method,float,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"lab,sample,pre_conc_storage_temp,storage temperature,concentration",group4,"f56e64,1.0;7dd3e4,0.74;81339b,0.87"
collection_storage_temp,,,70f49f0594e38b0381d739889cb124ec4eb49cfc8e338f07e90aa3a9fa00869a6c291b15e07c3289642b01a670e01f14f31b052c5e51a9035450485686a45ae2,,,Temperature at which the sample was stored after collection and prior to reaching the lab,,,,,,celsius,,,,,,Collection Method,float,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"lab,sample,temperature,collection",group4,"f56e64,0.74;7dd3e4,1.0;23c1c6,0.84"
collection_storage_time,,,9bd775ee72dbb91dd63163e4b06ab1ab1153896ab23b11af8f850b7fe6d707adfb17f8b6abcc23729ff88e3ce2a41e2c23555450705ea879e8b235cf43572d6c,,,Duration of time the sample was stored after collection and prior to reaching the lab,,,,,,hour,,,,,,Collection Method,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"duration,lab,sample,collection,time",group4,"7dd3e4,0.84;23c1c6,1.0"
collection_storage_time,Duration of time the sample was stored after collection and prior to reaching the lab,float,eb7254fa3e165c9b8a104e77d51827ef3f28df35808de503b6773746864e1d0fd04a2a4e57c458d241b85ecedb2f8bfca7f926b93913a6fb6d9fe3aa7723c1c6,,,,not required,,,,,hours,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"duration,lab,sample,collection,time",group4,"a45ae2,0.84;572d6c,1.0"
collection_water_temp,,,51fb46ceb1c376c8221ad5b66a28557fbe881b74b5f6f1bf16353e7849bb9e650129008a63cdb88f8dcd20527fafd157bc30c7f319b20c9c76f9a43d166cadfd,,,Sample temperature at time of collection,,,,,,celsius,,,,,,Sample,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"time,collection",group5,"0f1dee,1.0"
collection_water_temp,Sample temperature at time of collection,float,77fa4d190079916edc59a7a05a835d867d528edfbb66b97ed408cd36f3360ed47dd9ddccacc52f5ca6ef722cb09a822d97e5400b5c6800703e080a8de80f1dee,,,,not required,,,,,celsius,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"time,collection",group5,"6cadfd,1.0"
pre_conc_storage_time,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),float,fe1b5e84504726df1528fb865feaa488cbecbb00b3a548b3507ad539008ffe52d9b945df3e7211ff94f4d756dd441ed350262fad8c74a2edfa179f85a2d70521,,,,not required,,,,,hours,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"time,lab,approximate average duration,sample",group6,"dc2bd1,1.0;5f46cb,0.9"
pre_conc_storage_time,,,c7354886220e5a874002242c8b8b85be5bbc4fc246dac9abdf297717cb7e44edccaf3f2a5fa73eaefd94932cd242b9fc77a730b57fd7d44396b4a6f5fedc2bd1,,,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),,,,,,hour,,,,,,Processing Method,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"time,lab,approximate average duration,sample",group6,"d70521,1.0;810ff0,0.9"
pre_ext_storage_time,,,261b7f42d6c7cab1b84b0d66ee2880400ec925ac2f3949e885ae20628e4d1b4f6e50cd9b0228463ad46d8f5cade5685851d92a6439f6ad0937f96897075f46cb,,,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,,,,,,hour,,,,,,Processing Method,float,,,0,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"time,approximate average duration,sample",group6,"d70521,0.9;810ff0,1.0"
pre_ext_storage_time,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,float,556911b4778c74a65aae8cdd9c4a791076e85244059aa8486951c65099d524c22bdb55a6d20b09b885e087856a1bc398a09c7c970043f772d91ba4a63c810ff0,,,,not required,,,,,hours,,,,,,,,,,,,,,,,"[greater than or equal to 0];
[empty]",None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"time,approximate average duration,sample",group6,"dc2bd1,0.9;5f46cb,1.0"
sample_collect_time,,,ffe07ba681194822d69fb7bd2d328e03cb40ed999c60ea9baa442f14a9a1a2ed4e92753dbae987cd7344b7de2b31369a73bf2698b398d9fb403716636ef23998,,,"The local time of sample collection; for composite samples, specify the time at which sample collection began",,,,,,,,,,,,Sample,time,,time,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"composite sample,time,sample collection,local time",group7,"45f113,1.0;885859,0.89"
sample_collect_date,,,16c21d66afea65dd3c1708fb8594260956ed7403e49fa3c10d06adb5a62857545ae6a907e9a748f211d55cc2cbe52d74cb604322a8dd350a97d6990c7e9f2fad,,,"The date of sample collection; for composite samples, specify the date on which sample collection began",,,,,,,,,,,,Sample,date,,date_ymd,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"date,composite sample,sample collection",group7,"45f113,0.89;885859,1.0"
sample_collect_time,"The local time of sample collection; for composite samples, specify the time at which sample collection began","time, 24-hr ([hh]:[mm])",0d9b2673a40dd653ab8ad5fce3505825b16f0fed5db5adaede537f2c69bec2deb2c368c97906e07213044daadbde8a1d6f32b25805e757616d7ef7ad3845f113,,,,required,,,,,[none],,,,,,,,,,,,,,,,[time],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"composite sample,time,sample collection,local time",group7,"f23998,1.0;9f2fad,0.89"
sample_collect_date,"The date of sample collection; for composite samples, specify the date on which sample collection began",date ([yyyy]-[mm]-[dd]),aa795b4c8ae60cf00a21b2c7f1abad4651237535e42c72cd686a02b2e28b475fd0aa170493754c8361a89ae3b890aa2031ed77533a1b20ef527765ed6d885859,,,,required,,,,,[none],,,,,,,,,,,,,,,,[date not after tomorrow's date],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"date,composite sample,sample collection",group7,"f23998,0.89;9f2fad,1.0"
time_zone,"Current local time zone corresponding to the time specified in 'sample_collect_time', represented as a UTC time offset (e.g., UTC-06:00)",time zone (utc-[hh]:[mm]),c474c178badb7c14487a8c6aaedb9fe8c5fd17cd23170c018f3c9bb878592e082a77088f3ea98298320232026351042e8c985781a2939ca5578b28af51de133d,,,,not required,,,,,[none],,,,,,,,,,,,,,,,[time zone],None,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source,"sample_collect_time,utc time offset,time,current local time zone",group8,"8c5295,1.0"
time_zone,,,42f52ad60b813b6d7b7f59a0a0a3fea4ac14c6cd5d555a60c1ad4e7dc4d17cfc96b6ca8f78bde9e235385b017c855c713d3d9d1f6d964c7735bf70c3888c5295,,,"Current local time zone corresponding to the time specified in 'sample_collect_time', represented as a UTC time offset (e.g., UTC-06:00)",,,,,,,,,,,,Sample,text,time zone (UTC-[hh]:[mm]),,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,,,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,"sample_collect_time,utc time offset,time,current local time zone",group8,"de133d,1.0"
when_did_you_receive_a_covid_19_or_coronavirus_vaccine2__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine??<br><em>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",text,f0ea0871a6c62b3e2b7df6fb1d17db3ad1ad9de26e01a8bbf313a1a014b453b7fdc9fde0eb5bd190821aeb85c1ac9c0b6d11af326fd5300959d1a9fe67e52c23,,,,,,,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"exact date,multiple dose,coronavirus,date,good estimate",group9,"1dedda,0.76;09e465,0.71"
vaccine_last_dte,Note: Maximum expected day = Current day.,,cb44caa9c643813a216e0434c905b36603030a651327d9599a29bfd815953d8cff3ece351d0b58f4e09b5dbb91c84bf92595118e3675d107fdee43c5731dedda,,,On what date did you receive your most recent shot of the vaccine?,,,,,,,,,tier2_vaccine_acceptance,,,"In deciding whether to get the COVID-19 vaccine, how important are/were these statements to you ?  
1 = Not Important, 3 = Neutral,  5 = Very Important",text,MM/DD/YYYY,date_mdy,01/01/2020,,[covid_vaccine]='1' and [vaccine_dose]>= 2,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"recent shot,date,vaccine,note,maximum,current day",group9,"e52c23,0.76;ec0654,0.76;c6bba1,0.76;8c5c8e,0.76;859732,0.71;326d7e,0.76;080d58,0.71"
