variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
ecig_puffs,,integer,c098e1673ba4cf5f3ffff63949c06e94f6e9d647a57c1c935a234ed589b4f79859c58081d9ba7ea603552bda5bef3044b64f6e5bcdb4dfaf263dcbff4916bc6c,Your Smoking History,3,How many puffs from an e-cigarette do you typically take over the past 30 days?,false,Integer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"day,puff,ecig_puff",group1,"ac1866,0.53;6a9b85,0.61;0544c1,0.52"
30144-flu_result,Last 30 Days FLU Tested Results,categorical,0833cea70599452dd07979b2e8fff8e4251ab2c7879df5befc3f3bd5e9e65893fc64a462584a3cd30f37710718d01ab5fc18182e042362b818c4d7d22c108239,,,"In the past 30 days, have you been tested for the flu, and if so, what was the result of your most recent test?",true,"1, No, I have not been tested; 2, Yes, and I tested positive; 3, Yes, and I tested negative; 4, Yes, and my results were inconclusive; 5, Yes, and my results are still pending; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"flu_result,day,recent test,result,day flu,flu",group1,"5b3a77,0.52;344556,0.71;b90850,0.59"
on_average_how_many_cigarettes_per_day_do_you_smoke,"On average, how many cigarettes per day do you smoke?",text,9586f964d63d247e8143333da43ca86fc1993110b74032587c9ec206f7405d376a7a0607906ceffd89cf8741903179e419ba0baf2304bf6b9ef51d9b8bedeeed,,,,,"[""1"",""7"",""10"",""11"",""22"",""27"",""31"",""5"",""6"",""8"",""9"",""12"",""13"",""15"",""16"",""17"",""18"",""19"",""23"",""24"",""25"",""29"",""30"",""32"",""33"",""34"",""37"",""40"",""2"",""3"",""4"",""14"",""20"",""21"",""26"",""28"",""35"",""36"",""39"",""38""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"day,cigarette",group1,"ac1866,0.61;6a9b85,0.93;0544c1,0.59;4f2f02,0.61;80761e,0.67;bd2d9c,0.58"
29792-consent_covid+,COVID related testing eligibility,categorical,cea4b08da8d9ee990c67ac81910c6988e0d7f78e891ae5c924239bd5603c89912eb2d4ea1524f05b402094269ad87cf8f56e6b5a9682fabb39fde0eebca0ed7a,,,Have you tested Positive for COVID-19 in the last 30 days?,true,"1, Yes; 2, No",,,,,,,Consent,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"testing eligibility,day,positive",group1,"344556,0.71"
dht_vaping_frequency,,,cd5bce843755795a055917bc4b09ee0f956a776b8b5b2f69ca96785e1cd9e7a570232b440c5aef2ee96f879ba4e56ed27b3ba9b0c4039e9ac86106f1e7640501,,,"Vaping Frequency: Do you now use electronic cigarettes every day, some days, rarely, or not at all?",,"1, Every Day; 2, Some Days; 3, Rarely; 4, Not at all; 98, Don't know; 99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"day,vape frequency,electronic cigarette",group1,"ac1866,0.87;6a9b85,0.58;0544c1,0.86"
covid_tested_30,,,9b759f70208460ac44ccd0f0d08330f855beb8a3555f79f59b3dcb072ce086a1aac427084c05079979b0acef210524e5445fdc1439668156c512a9dec3344556,,,Have you been tested for COVID-19 in the last 30 days?,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_testing,,,Tier 2 Covid,radio,,,,,,RV,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,day,group1,"108239,0.71;a0ed7a,0.71;13e219,0.56;c47427,0.5;4e028c,0.51;69511c,0.62;afcb7f,0.63;817feb,0.72;a7bdb5,0.65;ce2f26,0.65"
tobacco_pastmonth,,select one,2f00c5c0fab8ca856c3cb9c48282c11e2d818b501360bd765768f603183dd4683ec5f2a5cb170bedf1333056298c3fb1dac56a5cda53d6c3dfb75239b04554c9,Your Smoking History,3,"Have you smoked a cigar, cigarillo, or tobacco product other than a cigarette in the past 30 days?",true,Yes;No;Don't know;Refuse to answer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,day,cigarette,tobacco product",group1,"6a9b85,0.53;4f2f02,0.58;80761e,0.6;ad7689,0.69;bd2d9c,0.77"
cigarette_past30days,,select one,d435c860b0750f1113ad9cf88bc0b0c24962203b2e9a806bebb4ea0bc237b520ff879ffcfbc050a497b29166cde516f89ce8deb9d7b9873542decc465913e219,Your Smoking History,3,Have you smoked cigarettes in the past 30 days?,true,Yes;No;Refuse to answer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"day,cigarette_past30day,cigarette",group1,"ac1866,0.56;6a9b85,0.66;0544c1,0.54;4f2f02,0.66;344556,0.56;80761e,0.68;bd2d9c,0.6"
sx_3days,,select any,743bdfbdc1ce5b3b686ef10284d3a1f7ad2df7657507040ef8ac7d44b91f16a9d3b42f05f3f0b8ebc8e60bbb970c86f506c169a6d1f3ea4decc0777f3fc47427,Baseline Survey,7,"Have you had any of the following symptoms since February 1, 2020 for more than 3 days in a row? CHECK ALL THAT APPLY",true,"A scratchy throat;A painful sore throat;A cough (worse than usual if you have a baseline cough);A runny nose;Symptoms of fever  or chills;A temperature greater than 100.4 °F or 38.0 °C;Muscle aches (worse than usual if you have baseline muscle aches);None of the above;Nausea, vomiting or diarrhea;Shortness of breath;Unable to taste or smell;Red or painful eyes",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"day,symptom,row,february",group1,"344556,0.5"
er,,select one,f77096502f570e03b5b702501cd4f2ee5881431c19b6e2311117ea8d3237d750a1abc62625979ee5e17476e565a6f5849680e6cafbb8b74810df6a6c2b4e028c,Hospitalization Survey,1,Have you been to the emergency room or Urgent Care (when you were NOT admitted to the hospital overnight) in the past 30 days or since the last time you answered?,true,Yes;No,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Hospitalization Survey.csv,RADx-DHT,"day,emergency room,urgent care,time,hospital",group1,"344556,0.51"
smoker_cur_stat,,,41b2952f85047be93f97eef1dc19e8a86ae8c760a6905b2300aeb3d6d38c404fabfbb0b96c5e51cf46f67255134d0c8afaab501c8a5d5c5e60d7ed687680761e,,,Do you now smoke cigarettes?,,"4, Every Day |3, Some Days | 1, Not at all | 98, Prefer not to answer | 99, Don't know",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,cigarette,group1,"599470,0.52;f66806,0.52;ae86ea,0.73;1fc0d7,0.52;9361f7,0.62;edeeed,0.67;4554c9,0.6;13e219,0.68;a94673,0.76;2e6537,0.61;bd2d9c,0.64;7ab81c,0.95;0715a8,0.53;58d3cf,0.72;8b1cbc,0.8"
cross_smoking,,,70373ddd7cb2f31f92b73f8c40ffa0d9d0f050d5a0b6f67ad5e67538df01e15f982950d7a30b8d8c68a120a246b06929fca74d50f76011b45a72e3a952ad7689,,,"Smoked marijuana, a cigarette, a cigar, a pipe, e-cigarettes, vaped, or used snuff or chewing tobacco? /(11-17) Smoked marijuana, a cigarette, a cigar, or pipe, e-cigarettes, vaped, or used snuff or chewing tobacco?",,"1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,"In the past TWO (2) WEEKS, has your child ... (11-17) In the past TWO (2) WEEKS, have you...",radio,,,,,,,cross_cut_exposure,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"smoke marijuana,tobacco,cigar,snuff,cigarette",group1,"1fc0d7,0.64;9361f7,0.68;4554c9,0.69;bd2d9c,0.6;0715a8,0.64"
cov_tst_mthd_2,,,d0d7e4d05596c062af08717e6e90e7a7eef1eff8551badb79b9db910660e196bcd5cd6c2152a5c8b7006c98136c0ed4ddf9573368ca8e77da669f182bdb90850,,,How were you tested for your most recent test? ,,"1,Nasal Swab|2,Throat Swab|3, Blood Sample|4, Saliva|99, Prefer not to answer",,,,,,,testing,,,Tested positive for COVID-19,radio,,,,,"[tested_for_covid] = ""1""",,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,recent test,group1,"108239,0.59;817feb,0.63"
do_you_currently_smoke_cigarettes_or_vape,Do you currently smoke cigarettes or vape?,text,30641e28e9a3a4b70f1767a553d0d6931e227e00d30a9fec800f825456955a92d2853758d088889fb11faa65d9a7bc173e5f107558ded0c05b0389bfaaa94673,,,,,"[""yes"",""no_i_used_to_smoke_and_or_vape_but_i_stopped"",""no_i_have_never_smoked_or_vaped""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"do_you_currently_smoke_cigarettes_or_vape,cigarette,vape",group1,"6a9b85,0.57;4f2f02,0.71;80761e,0.76;bd2d9c,0.63"
received_covid_test_result,,string,78e32b7f0704c585282690a4b5992eb9832c6fad2869f2413cc47744f053dc75d4c6a3b5345721cb96ed628a6cc6913c2baf82af52ba0b96a3c19d4d00a1bcb5,,,Have you received the result of a coronavirus (COVID-19) diagnostic test in the past 24 hours?,,"['No I have not taken a COVID 19 test I am not waiting on test results', 'No I have not received the result of a COVID 19 test in the past 24 hours but I am waiting on test results', 'Yes and I tested negative I was not diagnosed with COVID 19', 'I dont know I cant remember', 'Yes and I tested positive I was diagnosed with COVID 19', nan]",,,0.0,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT,"coronavirus,hour,result,diagnostic test",group1,"5b3a77,0.57"
income_change,,select one,42ff2b1289e3981201ddbdd1da5a8d061894f9f328fe88c988d3957837246a93375259387bf0d1aa19da06f9280d42dac4064d1206e237cd19f2c5179b69511c,Monthly COVID-19 Citizen Science Survey,4,Has your income changed in the past 30 days?,true,"Yes, it has increased;Yes it has declined;No, it is about the same;Prefer not to state",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,"day,income",group1,"344556,0.62"
n_cig,Smoking per day,text,73dd5d785a359c0c2508a3e27040d7dd96e32413f36284e6a2d88c3e51e7a324d8f1f9298af77f86a20e15a4bc55e91a116da4d6458eb4cf710ffb94722e6537,,,"If you smoke every day, on average, how many cigarettes per day do you smoke? ",,,,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"day,cigarette",group1,"ac1866,0.58;6a9b85,0.96;0544c1,0.57;4f2f02,0.56;80761e,0.61;bd2d9c,0.53"
smoking,,,dd2c35bc7453dfa163e83d569c8a32b0445cac4e0987bb6e8f3405939c1fefc71f7959fa0ac3264c502abdf3eb50b00b31996da4b00b153f4afee2006bbd2d9c,,,"Do you use any tobacco/nicotine products (including cigarettes, cigars, e-cigarettes, etc)?",,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RADx-TECH,"nicotine product,tobacco,smoking,cigar,cigarette",group1,"599470,0.52;6a9b85,0.56;ae86ea,0.56;0544c1,0.52;4f2f02,0.63;1fc0d7,0.7;9361f7,0.78;edeeed,0.58;4554c9,0.77;13e219,0.6;80761e,0.64;ad7689,0.6;a94673,0.63;2e6537,0.53;7ab81c,0.64;0715a8,0.72;58d3cf,0.6;8b1cbc,0.61"
unemployed,,select one,2db9b190990da4bea303b0d8da6e702a69c86b7eda87fe1bea26febc0c65e4ffa463408dec6a54b69c8c6531462b0eb7b9c6f205a67019ae7817145bdaafcb7f,Monthly COVID-19 Citizen Science Survey,4,"In the past 30 days, have you been unemployed?",true,Yes;No;Prefer not to state,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,day,group1,"344556,0.63"
smoke,Smoke cigarettes,radio,edda26f3aff55b6e0352f43202753ae8360b3da3fdb1c119dad9c8a9ee99e3e120a81b06c4a4d9ef6528dbe019b7892f641521b7f4c00d82c3745b80927ab81c,,,"Do you now smoke cigarettes?

",,"1, Every day | 2, Some days | 3, Not at all | 4, DON'T KNOW | 5, REFUSED",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"smoke cigarette,cigarette",group1,"6a9b85,0.66;4f2f02,0.88;80761e,0.95;bd2d9c,0.64"
tobacco_day,,float,e6a31faa1ad3edfbb18005d614abc19bbb801064b601df35031994f5c1def0f90e77dc4e083a1ecf46becc095a483f8c6e54b91c7a2003f696bd351dd90715a8,Your Smoking History,3,"On average, how many cigar, cigarillo, or tobacco product (other than cigarettes) per day have you smoked in the past 30 days (use 1 if less than one)?",false,Float,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"cigar,day,cigarette,tobacco product",group1,"ac1866,0.53;6a9b85,0.75;0544c1,0.53;80761e,0.53;ad7689,0.64;bd2d9c,0.72"
cigarette_ever,,select one,d658b733546d46027b76d1711742a0b5a4276a28691d3384dcd874f1be0bd20cd7b5cef33cba67c361c8b728c54c3c9ff112d8a228763c98a9d92fd7c558d3cf,Your Smoking History,3,"Have you ever smoked a cigarette, even one or two puffs?",true,Yes;No;Don't know;Refuse to answer,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT,"puff,cigarette",group1,"6a9b85,0.64;4f2f02,0.69;80761e,0.72;bd2d9c,0.6"
30132-covid_tested30,"Last 30 days, COVID Tested Status",categorical,781adc5910d38ba1bba85736542767b08280b8f28807d39997b639c74748b7f8c84f1eb9504e9d06ec5f79ed21cd8a7971b7b96ede3e75902565605e50817feb,,,"In the past 30 days (outside of this research study) have you been tested for the coronavirus, and if so, what was the result of your most recent test?",true,"1, No, I have not been tested; 2, Yes, and I tested positive; 3, Yes, and I tested negative; 4, Yes, and my results were inconclusive; 5, Yes, and my results are still pending; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid,research study,coronavirus,day,covid_tested30,recent test,result,status",group1,"5b3a77,0.56;344556,0.72;b90850,0.63"
31386-covid_results-1,"Participant indicates that the results they received as part of their at-home COVID test, included: Positive",categorical,2cbc072117423ea04b6cfdb9a2f7436d32254a72d6201a7ec40b4bf569e2e4d5e3082fe9304dff128b995fbd20e9becc42dbbbdfa8f8d5a298a1645ada2a7329,,,What results did you receive as part of your at-home COVID test? Positive,true,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Follow-up Survey,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,home covid test,result",group1,"5b3a77,0.51"
ends_meet,,select one,b81efdd9c3dc98b6118ba001a4fcb59d9a3e98e66f6f2f854692b91eba29bcc9158a45ffd3f5ea87491e68e3c95f13600614d1979ba2bb6eae6820ea16a7bdb5,Monthly COVID-19 Citizen Science Survey,4,Did you have difficulty making ends meet over the past 30 days?,true,Frequently;Occasionally;Hardly ever;Never;Don’t know;Prefer not to state,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT,"day,end,difficulty",group1,"344556,0.65"
e_cig,e cigarette use,radio,21828c230bd4ebe1753b02aa129f3150772bb3de01838d556d16a64b2bf07a8be47b3a4ce81b2c23fcc9e5b05b1980a342b405b1e21268b374582b3e254c8408,,,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",,"1, Every day | 2, Some days | 3, Rarely | 4, Not at all",,,,,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"day,electronic cigarette",group1,"ac1866,0.94;6a9b85,0.65;0544c1,0.94"
dht_cig_smoking_frequency,,,482d6564ec6d03fc239e1ba9b92f5197b89867af523ddfe5c945ff736c8bdbb6899d88344c54bd224169b7b5ab8d49b1ef97b4df939939bf25a0e947b18b1cbc,,,Nicotine Frequency: Do you now smoke cigarettes?,,"1, Every Day; 2, Some Days; 3, Rarely; 4, Not at all; 98, Don't know; 99, Prefer not to answer",,,,,,,,Medical History,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,cigarette,group1,"6a9b85,0.64;4f2f02,0.75;80761e,0.8;bd2d9c,0.61"
30135-covid_result,"Last 30 days, COVID Tested Results",categorical,b9768a7dfa13fc17310b01e14dddc606c7662f652c3cbbadb737ab0f4eee7acc8a91141b63b436a4fcf67ec15660f0c8fb98a8f53de682ebb237ef1167ce2f26,,,What kind of COVID-19 test did you have?,true,"1, Home-based test (please provide name); 2, Lab-administered diagnostic PCR test; 3, Lab-administered diagnostic antigen test; 4, Lab-administered antibody test; 5, Lab-administered test, unsure of type; 999, Prefer not to answer",,,,,,,Symptom Screening,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"covid,day,result,covid_result,kind",group1,"5b3a77,0.67;344556,0.65"
